iter	Logloss
0	0.6006115379
1	0.512175821
2	0.4422661938
3	0.3877652295
4	0.343724029
5	0.3088595336
6	0.2786106588
7	0.2518320963
8	0.2292074603
9	0.2089077328
10	0.1934458132
11	0.1805834764
12	0.1699588659
13	0.1597215268
14	0.1512329258
15	0.1432950553
16	0.1371531609
17	0.1319245607
18	0.1274886875
19	0.123812917
20	0.119163029
21	0.1152698583
22	0.1102228735
23	0.1073230256
24	0.1046924531
25	0.1022239748
26	0.09953604278
27	0.09777131685
28	0.09604561932
29	0.09469049999
30	0.09266312958
31	0.09118613962
32	0.08987786072
33	0.08809821925
34	0.08700677318
35	0.08593925385
36	0.08478521355
37	0.0840303581
38	0.0826101278
39	0.08078643076
40	0.08018222689
41	0.07913403644
42	0.07840374731
43	0.07706537806
44	0.07633294358
45	0.07491529743
46	0.07283044619
47	0.07219437561
48	0.07122813809
49	0.07067528171
50	0.06997628866
51	0.06856138517
52	0.06820890245
53	0.06746221467
54	0.06690514177
55	0.0660828129
56	0.06578325358
57	0.06525559832
58	0.06485089492
59	0.0643291589
60	0.06397570792
61	0.0634626748
62	0.06305976289
63	0.06262801397
64	0.06199790041
65	0.06167169434
66	0.06112051661
67	0.06062964659
68	0.06042846547
69	0.05988716895
70	0.0593287807
71	0.0589363904
72	0.05856899071
73	0.05824165389
74	0.05796150176
75	0.05754426006
76	0.05616590926
77	0.05570808417
78	0.05553382318
79	0.05512966427
80	0.05477696271
81	0.05430716533
82	0.05402136278
83	0.05353758501
84	0.05329238877
85	0.05309317745
86	0.05248903588
87	0.05188989337
88	0.05136373557
89	0.05110672153
90	0.05087047694
91	0.05067718493
92	0.05053350586
93	0.05030242941
94	0.04998971395
95	0.04913602104
96	0.04857131611
97	0.04829659845
98	0.04793963464
99	0.04754935162
100	0.04727120932
101	0.04700143319
102	0.04647871288
103	0.04612930315
104	0.04581495153
105	0.04564390057
106	0.04543742345
107	0.04526770134
108	0.04507347483
109	0.04462301495
110	0.04450244695
111	0.04423925847
112	0.04412659242
113	0.04399178743
114	0.0439206976
115	0.04382731362
116	0.04344699412
117	0.04323768844
118	0.04287637155
119	0.04256252283
120	0.04212826243
121	0.04179332107
122	0.04167912967
123	0.04158419763
124	0.04139374916
125	0.04109145337
126	0.04059721589
127	0.04050211061
128	0.04041816234
129	0.04015329262
130	0.03983305688
131	0.03959629563
132	0.03935307946
133	0.03925437437
134	0.03907894259
135	0.03890627827
136	0.03889330269
137	0.03885272622
138	0.03859953897
139	0.03830598743
140	0.03824105508
141	0.03808238798
142	0.03797897935
143	0.03791229144
144	0.03769878543
145	0.03749043199
146	0.03735324442
147	0.03709416533
148	0.03699512072
149	0.03689714824
150	0.03668427578
151	0.03651359476
152	0.03639637597
153	0.03631618278
154	0.03595345543
155	0.03577176027
156	0.03558184931
157	0.03538715336
158	0.03526831259
159	0.03517127373
160	0.03507281038
161	0.0348935357
162	0.03472984674
163	0.03459511105
164	0.03448251853
165	0.03431498747
166	0.03423227974
167	0.03407409838
168	0.03396536969
169	0.03375908455
170	0.03366827675
171	0.0335522091
172	0.03344351604
173	0.03330452447
174	0.03296990934
175	0.03287445689
176	0.03269473633
177	0.03265892762
178	0.03255974518
179	0.03244538876
180	0.03234864481
181	0.03219136687
182	0.03212134604
183	0.03205169835
184	0.03169756804
185	0.03149633236
186	0.03129375098
187	0.0311880744
188	0.0309612544
189	0.03091688198
190	0.0308302884
191	0.03076630448
192	0.03055481198
193	0.03032947744
194	0.03018455048
195	0.03009249048
196	0.02999675214
197	0.02994766588
198	0.02988626468
199	0.02978397279
200	0.02968194002
201	0.02960547229
202	0.02960545572
203	0.02948238621
204	0.02941139579
205	0.02928907007
206	0.02923139324
207	0.02917296919
208	0.02904470389
209	0.02885015934
210	0.02873949767
211	0.02861932135
212	0.02843773939
213	0.02826360333
214	0.02797528689
215	0.02786981294
216	0.02785921126
217	0.02770825674
218	0.02765973142
219	0.02750642886
220	0.02734936811
221	0.02725856885
222	0.02723362754
223	0.02723193229
224	0.02712363998
225	0.0268938439
226	0.02681299996
227	0.02672237909
228	0.0266231745
229	0.02653352622
230	0.02647424902
231	0.02609697663
232	0.02600300398
233	0.02589769631
234	0.02581855729
235	0.02568427675
236	0.02560599291
237	0.02546849936
238	0.02530924483
239	0.02525251235
240	0.02516451524
241	0.02507941436
242	0.02496794578
243	0.02484791662
244	0.02483086619
245	0.0247130975
246	0.02443979171
247	0.02437598038
248	0.02425712563
249	0.02409317134
250	0.02402673518
251	0.02401830625
252	0.02398425868
253	0.02390392014
254	0.02380315321
255	0.02370518499
256	0.02361258494
257	0.0235191839
258	0.02342685921
259	0.02339854792
260	0.02331109301
261	0.02328576239
262	0.02325951099
263	0.02319711158
264	0.0231560575
265	0.02309955483
266	0.02295009671
267	0.0228906064
268	0.02265396592
269	0.02252067787
270	0.02237949515
271	0.02229047457
272	0.02221336916
273	0.02215073059
274	0.02204549076
275	0.02193724226
276	0.0218516108
277	0.02173457238
278	0.0216094955
279	0.0215168333
280	0.02145889464
281	0.02138594948
282	0.02131219858
283	0.02119316917
284	0.02114563618
285	0.02098764245
286	0.02092662423
287	0.02090434296
288	0.02088335836
289	0.02083517072
290	0.0207766587
291	0.02076223767
292	0.02067053241
293	0.02060608359
294	0.02059683771
295	0.02056161084
296	0.02048341947
297	0.02045051169
298	0.02034906109
299	0.02027927539
300	0.02022176908
301	0.02019015926
302	0.02014810709
303	0.02008426476
304	0.02003479548
305	0.01999711597
306	0.01996659098
307	0.01985551544
308	0.01978090713
309	0.01972418817
310	0.01969213499
311	0.01964352384
312	0.01959471638
313	0.01953099923
314	0.01947763863
315	0.01946974753
316	0.01944605874
317	0.01935077627
318	0.01930656216
319	0.01927198667
320	0.0192615957
321	0.01923031601
322	0.01922636756
323	0.01916821324
324	0.01912062281
325	0.01906667979
326	0.01902895534
327	0.01900648571
328	0.01898266706
329	0.0189263416
330	0.01892153256
331	0.01883842652
332	0.01879732112
333	0.01872712596
334	0.01868703246
335	0.01857844063
336	0.01853454534
337	0.01850017143
338	0.01847731336
339	0.01837180415
340	0.0183115241
341	0.0182329919
342	0.01820675329
343	0.01817689251
344	0.01812125825
345	0.01807083879
346	0.01791932663
347	0.01790172925
348	0.01783225852
349	0.01778422415
350	0.01775275156
351	0.01769642545
352	0.01761869771
353	0.01759041594
354	0.01751639451
355	0.01743772133
356	0.01740818415
357	0.01735634654
358	0.01732480974
359	0.01717584404
360	0.01699273212
361	0.01697542326
362	0.01697542789
363	0.01694210638
364	0.01689127561
365	0.01686161875
366	0.01684047218
367	0.01678259642
368	0.01674910807
369	0.01667977484
370	0.01667976928
371	0.01665646611
372	0.01659219015
373	0.01657717693
374	0.01653681032
375	0.01647348998
376	0.01646068282
377	0.01637517245
378	0.01631923626
379	0.01629680391
380	0.01626014955
381	0.01622470511
382	0.01618332953
383	0.01615087014
384	0.01613168946
385	0.01606734524
386	0.01602389281
387	0.01602388272
388	0.0160098267
389	0.01596543079
390	0.01590837761
391	0.01585785004
392	0.01579931427
393	0.01573019529
394	0.01569564998
395	0.01567902934
396	0.01561722707
397	0.01560893832
398	0.01558652437
399	0.01555147888
400	0.01551613572
401	0.01545239501
402	0.01539612828
403	0.01536025679
404	0.01535057057
405	0.01530079155
406	0.01523794012
407	0.01521884783
408	0.01516116284
409	0.01513763273
410	0.01508034831
411	0.01503705512
412	0.01495534613
413	0.01495522572
414	0.01493491404
415	0.01490620741
416	0.01488774585
417	0.01483647808
418	0.01479069363
419	0.01474932279
420	0.01471333397
421	0.01468296518
422	0.01464645671
423	0.01460456839
424	0.01455086948
425	0.01452916057
426	0.01449259057
427	0.01444522551
428	0.01442232679
429	0.01440442063
430	0.01440189709
431	0.01438587896
432	0.01435426889
433	0.01432197825
434	0.01421178166
435	0.01413358571
436	0.01411428029
437	0.01407455786
438	0.01405776276
439	0.01402165643
440	0.01400632257
441	0.0139532066
442	0.01390423023
443	0.01387612922
444	0.01383724418
445	0.01382105132
446	0.01378667661
447	0.01376976398
448	0.01373858381
449	0.01367715398
450	0.01367715414
451	0.01363263779
452	0.01362428453
453	0.01361268483
454	0.01355260473
455	0.01355260051
456	0.01352073253
457	0.01352071785
458	0.01349668551
459	0.01347749966
460	0.01344588289
461	0.0134205009
462	0.01341542302
463	0.01337159002
464	0.01335769087
465	0.01333089257
466	0.01330677918
467	0.01326447104
468	0.01325982476
469	0.01318666552
470	0.01317362999
471	0.01314474416
472	0.01311114106
473	0.01309651623
474	0.01305857889
475	0.01303629918
476	0.01303570151
477	0.01301346995
478	0.01296826115
479	0.01291205885
480	0.01288790965
481	0.01284359304
482	0.0128227101
483	0.01277714565
484	0.01274494128
485	0.01270943618
486	0.01268690552
487	0.01265643808
488	0.01264235337
489	0.01264233298
490	0.01264232276
491	0.01263944846
492	0.01263943229
493	0.01260867616
494	0.01260661592
495	0.01259201594
496	0.01253819089
497	0.01250800939
498	0.01248481094
499	0.01248438643
500	0.01246065821
501	0.01242978111
502	0.01239088595
503	0.01237070951
504	0.01232947938
505	0.01227122676
506	0.01226237126
507	0.01224285893
508	0.01224283173
509	0.01221477089
510	0.01219941553
511	0.01214137887
512	0.01207827337
513	0.01201762575
514	0.01201761517
515	0.01200877764
516	0.01196742373
517	0.01193545959
518	0.01192299939
519	0.01189263603
520	0.01185919053
521	0.01184047199
522	0.01179477044
523	0.01178859711
524	0.01176783308
525	0.01175720806
526	0.0117299825
527	0.01166615512
528	0.01161545076
529	0.01160193259
530	0.0115731099
531	0.01154558283
532	0.01152096849
533	0.01151069466
534	0.01150027042
535	0.01146850141
536	0.0114343772
537	0.01143435839
538	0.01143435145
539	0.0114343448
540	0.01143432345
541	0.01143431199
542	0.01141791645
543	0.01138269162
544	0.011373475
545	0.01135782426
546	0.01135781228
547	0.01133330086
